ID,TANK,SPECIES,TREATMENT,AGE,STATUS,TILE,ST,,,,,,,,,,,,,,
7EB2-2_2,E,PCLI,BLUE,14,0,7EB2-2,PCLIBLUE,,,,,,,,,,,,,,
7EB2-2_3,E,PCLI,BLUE,14,0,7EB2-2,PCLIBLUE,,,,,,,,,,,,,,
7EB2-2_4,E,PCLI,BLUE,14,0,7EB2-2,PCLIBLUE,,,,,,,,,,,,,,
7EB2-2_5,E,PCLI,BLUE,14,0,7EB2-2,PCLIBLUE,,,,,,,,,,,,,,
7EB2-2_6,E,PCLI,BLUE,14,0,7EB2-2,PCLIBLUE,,,,,,,,,,,,,,
7EB2-2_7,E,PCLI,BLUE,14,0,7EB2-2,PCLIBLUE,,,,,,,,,,,,,,
7EN2-5_3,E,PCLI,NATURAL,14,0,7EN2-5,PCLINATURAL,,,,,,,,,,,,,,
7ES2-6_1,E,PCLI,SUNLIGHT,14,0,7ES2-6,PCLISUNLIGHT,,,,,,,,,,,,,,
7ES2-6_4,E,PCLI,SUNLIGHT,14,0,7ES2-6,PCLISUNLIGHT,,,,,,,,,,,,,,
7ES2-6_6,E,PCLI,SUNLIGHT,14,0,7ES2-6,PCLISUNLIGHT,,,,,,,,,,,,,,
7ES2-6_7,E,PCLI,SUNLIGHT,14,0,7ES2-6,PCLISUNLIGHT,,,,,,,,,,,,,,
3FN1-8_1,F,PSTR,NATURAL,7,1,3FN1-8,PSTRNATURAL,,,,,,,,,,,,,,
3FN1-8_2,F,PSTR,NATURAL,7,1,3FN1-8,PSTRNATURAL,,,,,,,,,,,,,,
4FN1-12_4,F,PSTR,NATURAL,7,1,4FN1-12,PSTRNATURAL,,,,,,,,,,,,,,
8FN1-2_3,F,PSTR,NATURAL,7,1,8FN1-2,PSTRNATURAL,,,,,,,,,,,,,,
8FN1-2_4,F,PSTR,NATURAL,7,1,8FN1-2,PSTRNATURAL,,,,,,,,,,,,,,
8FN1-2_5,F,PSTR,NATURAL,7,1,8FN1-2,PSTRNATURAL,,,,,,,,,,,,,,
8FN1-2_6,F,PSTR,NATURAL,8,1,8FN1-2,PSTRNATURAL,,,,,,,,,,,,,,
3FN1-8_3,F,PSTR,NATURAL,9,1,3FN1-8,PSTRNATURAL,,,,,,,,,,,,,,
6FB1-4_1,F,PSTR,BLUE,9,1,6FB1-4,PSTRBLUE,,,,,,,,,,,,,,
7FB1-4_7,F,PSTR,BLUE,9,1,7FB1-4,PSTRBLUE,,,,,,,,,,,,,,
7FN1-1_1,F,PSTR,NATURAL,10,1,7FN1-1,PSTRNATURAL,,,,,,,,,,,,,,
3FB1-10_2,F,PSTR,BLUE,11,1,3FB1-10,PSTRBLUE,,,,,,,,,,,,,,
5FN1-2_2,F,PSTR,NATURAL,11,1,5FN1-2,PSTRNATURAL,,,,,,,,,,,,,,
3FB1-10_1,F,PSTR,BLUE,14,0,3FB1-10,PSTRBLUE,,,,,,,,,,,,,,
3FB1-10_3,F,PSTR,BLUE,14,0,3FB1-10,PSTRBLUE,,,,,,,,,,,,,,
3FB1-5_1,F,PSTR,BLUE,14,0,3FB1-5,PSTRBLUE,,,,,,,,,,,,,,
3FB1-5_2,F,PSTR,BLUE,14,0,3FB1-5,PSTRBLUE,,,,,,,,,,,,,,
3FB1-5_3,F,PSTR,BLUE,14,0,3FB1-5,PSTRBLUE,,,,,,,,,,,,,,
3FB1-6_1,F,PSTR,BLUE,14,0,3FB1-6,PSTRBLUE,,,,,,,,,,,,,,
3FB1-6_2,F,PSTR,BLUE,14,0,3FB1-6,PSTRBLUE,,,,,,,,,,,,,,
3FB1-6_3,F,PSTR,BLUE,14,0,3FB1-6,PSTRBLUE,,,,,,,,,,,,,,
3FN1-12_1,F,PSTR,NATURAL,14,0,3FN1-12,PSTRNATURAL,,,,,,,,,,,,,,
3FN1-12_2,F,PSTR,NATURAL,14,0,3FN1-12,PSTRNATURAL,,,,,,,,,,,,,,
3FN1-12_3,F,PSTR,NATURAL,14,0,3FN1-12,PSTRNATURAL,,,,,,,,,,,,,,
3FN1-14_1,F,PSTR,NATURAL,14,0,3FN1-14,PSTRNATURAL,,,,,,,,,,,,,,
3FN1-14_2,F,PSTR,NATURAL,14,0,3FN1-14,PSTRNATURAL,,,,,,,,,,,,,,
3FN1-14_3,F,PSTR,NATURAL,14,0,3FN1-14,PSTRNATURAL,,,,,,,,,,,,,,
3FS1-13_1,F,PSTR,SUNLIGHT,14,0,3FS1-13,PSTRSUNLIGHT,,,,,,,,,,,,,,
3FS1-13_2,F,PSTR,SUNLIGHT,14,0,3FS1-13,PSTRSUNLIGHT,,,,,,,,,,,,,,
3FS1-13_3,F,PSTR,SUNLIGHT,14,0,3FS1-13,PSTRSUNLIGHT,,,,,,,,,,,,,,
3FS1-2_1,F,PSTR,SUNLIGHT,14,0,3FS1-2,PSTRSUNLIGHT,,,,,,,,,,,,,,
3FS1-2_2,F,PSTR,SUNLIGHT,14,0,3FS1-2,PSTRSUNLIGHT,,,,,,,,,,,,,,
3FS1-2_3,F,PSTR,SUNLIGHT,14,0,3FS1-2,PSTRSUNLIGHT,,,,,,,,,,,,,,
3FS1-4_1,F,PSTR,SUNLIGHT,14,0,3FS1-4,PSTRSUNLIGHT,,,,,,,,,,,,,,
3FS1-4_2,F,PSTR,SUNLIGHT,14,0,3FS1-4,PSTRSUNLIGHT,,,,,,,,,,,,,,
3FS1-4_3,F,PSTR,SUNLIGHT,14,0,3FS1-4,PSTRSUNLIGHT,,,,,,,,,,,,,,
4FB1-1_1,F,PSTR,BLUE,14,0,4FB1-1,PSTRBLUE,,,,,,,,,,,,,,
4FB1-1_2,F,PSTR,BLUE,14,0,4FB1-1,PSTRBLUE,,,,,,,,,,,,,,
4FB1-1_3,F,PSTR,BLUE,14,0,4FB1-1,PSTRBLUE,,,,,,,,,,,,,,
4FB1-1_4,F,PSTR,BLUE,14,0,4FB1-1,PSTRBLUE,,,,,,,,,,,,,,
4FB1-8_1,F,PSTR,BLUE,14,0,4FB1-8,PSTRBLUE,,,,,,,,,,,,,,
4FB1-8_2,F,PSTR,BLUE,14,0,4FB1-8,PSTRBLUE,,,,,,,,,,,,,,
4FB1-8_3,F,PSTR,BLUE,14,0,4FB1-8,PSTRBLUE,,,,,,,,,,,,,,
4FB1-8_4,F,PSTR,BLUE,14,0,4FB1-8,PSTRBLUE,,,,,,,,,,,,,,
4FN1-12_1,F,PSTR,NATURAL,14,0,4FN1-12,PSTRNATURAL,,,,,,,,,,,,,,
4FN1-12_2,F,PSTR,NATURAL,14,0,4FN1-12,PSTRNATURAL,,,,,,,,,,,,,,
4FN1-12_3,F,PSTR,NATURAL,14,0,4FN1-12,PSTRNATURAL,,,,,,,,,,,,,,
4FN1-5_1,F,PSTR,NATURAL,14,0,4FN1-5,PSTRNATURAL,,,,,,,,,,,,,,
4FN1-5_2,F,PSTR,NATURAL,14,0,4FN1-5,PSTRNATURAL,,,,,,,,,,,,,,
4FN1-5_3,F,PSTR,NATURAL,14,0,4FN1-5,PSTRNATURAL,,,,,,,,,,,,,,
4FN1-5_4,F,PSTR,NATURAL,14,0,4FN1-5,PSTRNATURAL,,,,,,,,,,,,,,
4FS1-3_1,F,PSTR,SUNLIGHT,14,0,4FS1-3,PSTRSUNLIGHT,,,,,,,,,,,,,,
4FS1-3_2,F,PSTR,SUNLIGHT,14,0,4FS1-3,PSTRSUNLIGHT,,,,,,,,,,,,,,
4FS1-3_3,F,PSTR,SUNLIGHT,14,0,4FS1-3,PSTRSUNLIGHT,,,,,,,,,,,,,,
4FS1-3_4,F,PSTR,SUNLIGHT,14,0,4FS1-3,PSTRSUNLIGHT,,,,,,,,,,,,,,
4FS1-9_1,F,PSTR,SUNLIGHT,14,0,4FS1-9,PSTRSUNLIGHT,,,,,,,,,,,,,,
4FS1-9_2,F,PSTR,SUNLIGHT,14,0,4FS1-9,PSTRSUNLIGHT,,,,,,,,,,,,,,
4FS1-9_3,F,PSTR,SUNLIGHT,14,0,4FS1-9,PSTRSUNLIGHT,,,,,,,,,,,,,,
4FS1-9_4,F,PSTR,SUNLIGHT,14,0,4FS1-9,PSTRSUNLIGHT,,,,,,,,,,,,,,
5FB1-3_1,F,PSTR,BLUE,14,0,5FB1-3,PSTRBLUE,,,,,,,,,,,,,,
5FB1-3_2,F,PSTR,BLUE,14,0,5FB1-3,PSTRBLUE,,,,,,,,,,,,,,
5FB1-3_3,F,PSTR,BLUE,14,0,5FB1-3,PSTRBLUE,,,,,,,,,,,,,,
5FB1-3_4,F,PSTR,BLUE,14,0,5FB1-3,PSTRBLUE,,,,,,,,,,,,,,
5FB1-3_5,F,PSTR,BLUE,14,0,5FB1-3,PSTRBLUE,,,,,,,,,,,,,,
5FN1-2_1,F,PSTR,NATURAL,14,0,5FN1-2,PSTRNATURAL,,,,,,,,,,,,,,
5FN1-2_3,F,PSTR,NATURAL,14,0,5FN1-2,PSTRNATURAL,,,,,,,,,,,,,,
5FN1-2_4,F,PSTR,NATURAL,14,0,5FN1-2,PSTRNATURAL,,,,,,,,,,,,,,
5FN1-2_5,F,PSTR,NATURAL,14,0,5FN1-2,PSTRNATURAL,,,,,,,,,,,,,,
5FS1-4_1,F,PSTR,SUNLIGHT,14,0,5FS1-4,PSTRSUNLIGHT,,,,,,,,,,,,,,
5FS1-4_2,F,PSTR,SUNLIGHT,14,0,5FS1-4,PSTRSUNLIGHT,,,,,,,,,,,,,,
5FS1-4_3,F,PSTR,SUNLIGHT,14,0,5FS1-4,PSTRSUNLIGHT,,,,,,,,,,,,,,
5FS1-4_4,F,PSTR,SUNLIGHT,14,0,5FS1-4,PSTRSUNLIGHT,,,,,,,,,,,,,,
5FS1-4_5,F,PSTR,SUNLIGHT,14,0,5FS1-4,PSTRSUNLIGHT,,,,,,,,,,,,,,
6FB1-4_2,F,PSTR,BLUE,14,0,6FB1-4,PSTRBLUE,,,,,,,,,,,,,,
6FB1-4_3,F,PSTR,BLUE,14,0,6FB1-4,PSTRBLUE,,,,,,,,,,,,,,
6FB1-4_4,F,PSTR,BLUE,14,0,6FB1-4,PSTRBLUE,,,,,,,,,,,,,,
6FB1-4_5,F,PSTR,BLUE,14,0,6FB1-4,PSTRBLUE,,,,,,,,,,,,,,
6FB1-4_6,F,PSTR,BLUE,14,0,6FB1-4,PSTRBLUE,,,,,,,,,,,,,,
6FN1-3_1,F,PSTR,NATURAL,14,0,6FN1-3,PSTRNATURAL,,,,,,,,,,,,,,
6FN1-3_2,F,PSTR,NATURAL,14,0,6FN1-3,PSTRNATURAL,,,,,,,,,,,,,,
6FN1-3_3,F,PSTR,NATURAL,14,0,6FN1-3,PSTRNATURAL,,,,,,,,,,,,,,
6FN1-3_4,F,PSTR,NATURAL,14,0,6FN1-3,PSTRNATURAL,,,,,,,,,,,,,,
6FN1-3_5,F,PSTR,NATURAL,14,0,6FN1-3,PSTRNATURAL,,,,,,,,,,,,,,
6FN1-3_6,F,PSTR,NATURAL,14,0,6FN1-3,PSTRNATURAL,,,,,,,,,,,,,,
6FS1-2_1,F,PSTR,SUNLIGHT,14,0,6FS1-2,PSTRSUNLIGHT,,,,,,,,,,,,,,
6FS1-2_2,F,PSTR,SUNLIGHT,14,0,6FS1-2,PSTRSUNLIGHT,,,,,,,,,,,,,,
6FS1-2_3,F,PSTR,SUNLIGHT,14,0,6FS1-2,PSTRSUNLIGHT,,,,,,,,,,,,,,
6FS1-2_4,F,PSTR,SUNLIGHT,14,0,6FS1-2,PSTRSUNLIGHT,,,,,,,,,,,,,,
6FS1-2_5,F,PSTR,SUNLIGHT,14,0,6FS1-2,PSTRSUNLIGHT,,,,,,,,,,,,,,
6FS1-2_6,F,PSTR,SUNLIGHT,14,0,6FS1-2,PSTRSUNLIGHT,,,,,,,,,,,,,,
7FB1-4_1,F,PSTR,BLUE,14,0,7FB1-4,PSTRBLUE,,,,,,,,,,,,,,
7FB1-4_2,F,PSTR,BLUE,14,0,7FB1-4,PSTRBLUE,,,,,,,,,,,,,,
7FB1-4_3,F,PSTR,BLUE,14,0,7FB1-4,PSTRBLUE,,,,,,,,,,,,,,
7FB1-4_4,F,PSTR,BLUE,14,0,7FB1-4,PSTRBLUE,,,,,,,,,,,,,,
7FB1-4_5,F,PSTR,BLUE,14,0,7FB1-4,PSTRBLUE,,,,,,,,,,,,,,
7FB1-4_6,F,PSTR,BLUE,14,0,7FB1-4,PSTRBLUE,,,,,,,,,,,,,,
7FN1-1_2,F,PSTR,NATURAL,14,0,7FN1-1,PSTRNATURAL,,,,,,,,,,,,,,
7FN1-1_3,F,PSTR,NATURAL,14,0,7FN1-1,PSTRNATURAL,,,,,,,,,,,,,,
7FN1-1_4,F,PSTR,NATURAL,14,0,7FN1-1,PSTRNATURAL,,,,,,,,,,,,,,
7FN1-1_5,F,PSTR,NATURAL,14,0,7FN1-1,PSTRNATURAL,,,,,,,,,,,,,,
7FN1-1_6,F,PSTR,NATURAL,14,0,7FN1-1,PSTRNATURAL,,,,,,,,,,,,,,
7FN1-1_7,F,PSTR,NATURAL,14,0,7FN1-1,PSTRNATURAL,,,,,,,,,,,,,,
7FS1-2_1,F,PSTR,SUNLIGHT,14,0,7FS1-2,PSTRSUNLIGHT,,,,,,,,,,,,,,
7FS1-2_2,F,PSTR,SUNLIGHT,14,0,7FS1-2,PSTRSUNLIGHT,,,,,,,,,,,,,,
7FS1-2_3,F,PSTR,SUNLIGHT,14,0,7FS1-2,PSTRSUNLIGHT,,,,,,,,,,,,,,
7FS1-2_4,F,PSTR,SUNLIGHT,14,0,7FS1-2,PSTRSUNLIGHT,,,,,,,,,,,,,,
7FS1-2_5,F,PSTR,SUNLIGHT,14,0,7FS1-2,PSTRSUNLIGHT,,,,,,,,,,,,,,
7FS1-2_6,F,PSTR,SUNLIGHT,14,0,7FS1-2,PSTRSUNLIGHT,,,,,,,,,,,,,,
7FS1-2_7,F,PSTR,SUNLIGHT,14,0,7FS1-2,PSTRSUNLIGHT,,,,,,,,,,,,,,
8FB1-6_1,F,PSTR,BLUE,14,0,8FB1-6,PSTRBLUE,,,,,,,,,,,,,,
8FB1-6_2,F,PSTR,BLUE,14,0,8FB1-6,PSTRBLUE,,,,,,,,,,,,,,
8FB1-6_3,F,PSTR,BLUE,14,0,8FB1-6,PSTRBLUE,,,,,,,,,,,,,,
8FB1-6_4,F,PSTR,BLUE,14,0,8FB1-6,PSTRBLUE,,,,,,,,,,,,,,
8FB1-6_5,F,PSTR,BLUE,14,0,8FB1-6,PSTRBLUE,,,,,,,,,,,,,,
8FB1-6_6,F,PSTR,BLUE,14,0,8FB1-6,PSTRBLUE,,,,,,,,,,,,,,
8FB1-6_7,F,PSTR,BLUE,14,0,8FB1-6,PSTRBLUE,,,,,,,,,,,,,,
8FB1-6_8,F,PSTR,BLUE,14,0,8FB1-6,PSTRBLUE,,,,,,,,,,,,,,
8FN1-2_1,F,PSTR,NATURAL,14,0,8FN1-2,PSTRNATURAL,,,,,,,,,,,,,,
8FN1-2_2,F,PSTR,NATURAL,14,0,8FN1-2,PSTRNATURAL,,,,,,,,,,,,,,
8FN1-2_7,F,PSTR,NATURAL,14,0,8FN1-2,PSTRNATURAL,,,,,,,,,,,,,,
8FN1-2_8,F,PSTR,NATURAL,14,0,8FN1-2,PSTRNATURAL,,,,,,,,,,,,,,
8FS1-5_1,F,PSTR,SUNLIGHT,14,0,8FS1-5,PSTRSUNLIGHT,,,,,,,,,,,,,,
8FS1-5_2,F,PSTR,SUNLIGHT,14,0,8FS1-5,PSTRSUNLIGHT,,,,,,,,,,,,,,
8FS1-5_3,F,PSTR,SUNLIGHT,14,0,8FS1-5,PSTRSUNLIGHT,,,,,,,,,,,,,,
8FS1-5_4,F,PSTR,SUNLIGHT,14,0,8FS1-5,PSTRSUNLIGHT,,,,,,,,,,,,,,
8FS1-5_5,F,PSTR,SUNLIGHT,14,0,8FS1-5,PSTRSUNLIGHT,,,,,,,,,,,,,,
8FS1-5_6,F,PSTR,SUNLIGHT,14,0,8FS1-5,PSTRSUNLIGHT,,,,,,,,,,,,,,
8FS1-5_7,F,PSTR,SUNLIGHT,14,0,8FS1-5,PSTRSUNLIGHT,,,,,,,,,,,,,,
8FS1-5_8,F,PSTR,SUNLIGHT,14,0,8FS1-5,PSTRSUNLIGHT,,,,,,,,,,,,,,
4FS2-12_3,F,PCLI,SUNLIGHT,7,1,4FS2-12,PCLISUNLIGHT,,,,,,,,,,,,,,
5FN2-10_2,F,PCLI,NATURAL,7,1,5FN2-10,PCLINATURAL,,,,,,,,,,,,,,
6FB2-1_1,F,PCLI,BLUE,7,1,6FB2-1,PCLIBLUE,,,,,,,,,,,,,,
6FN2-2_1,F,PCLI,NATURAL,7,1,6FN2-2,PCLINATURAL,,,,,,,,,,,,,,
6FN2-2_2,F,PCLI,NATURAL,7,1,6FN2-2,PCLINATURAL,,,,,,,,,,,,,,
6FN2-2_3,F,PCLI,NATURAL,7,1,6FN2-2,PCLINATURAL,,,,,,,,,,,,,,
7FN2-1_2,F,PCLI,NATURAL,7,1,7FN2-1,PCLINATURAL,,,,,,,,,,,,,,
6FN2-2_5,F,PCLI,NATURAL,8,1,6FN2-2,PCLINATURAL,,,,,,,,,,,,,,
5FB2-1_2,F,PCLI,BLUE,9,1,5FB2-1,PCLIBLUE,,,,,,,,,,,,,,
7FN2-1_1,F,PCLI,NATURAL,10,1,7FN2-1,PCLINATURAL,,,,,,,,,,,,,,
4FN2-11_1,F,PCLI,NATURAL,12,1,4FN2-11,PCLINATURAL,,,,,,,,,,,,,,
5FB2-11_1,F,PCLI,BLUE,12,1,5FB2-11,PCLIBLUE,,,,,,,,,,,,,,
3FN2-8_1,F,PCLI,NATURAL,13,1,3FN2-8,PCLINATURAL,,,,,,,,,,,,,,
5FS2-12_2,F,PCLI,SUNLIGHT,13,1,5FS2-12,PCLISUNLIGHT,,,,,,,,,,,,,,
3FB2-4_1,F,PCLI,BLUE,14,0,3FB2-4,PCLIBLUE,,,,,,,,,,,,,,
3FB2-4_2,F,PCLI,BLUE,14,0,3FB2-4,PCLIBLUE,,,,,,,,,,,,,,
3FB2-7_1,F,PCLI,BLUE,14,0,3FB2-7,PCLIBLUE,,,,,,,,,,,,,,
3FB2-7_2,F,PCLI,BLUE,14,0,3FB2-7,PCLIBLUE,,,,,,,,,,,,,,
3FB2-7_3,F,PCLI,BLUE,14,0,3FB2-7,PCLIBLUE,,,,,,,,,,,,,,
3FN2-10_1,F,PCLI,NATURAL,14,0,3FN2-10,PCLINATURAL,,,,,,,,,,,,,,
3FN2-10_2,F,PCLI,NATURAL,14,0,3FN2-10,PCLINATURAL,,,,,,,,,,,,,,
3FN2-10_3,F,PCLI,NATURAL,14,0,3FN2-10,PCLINATURAL,,,,,,,,,,,,,,
3FN2-8_2,F,PCLI,NATURAL,14,0,3FN2-8,PCLINATURAL,,,,,,,,,,,,,,
3FN2-8_3,F,PCLI,NATURAL,14,0,3FN2-8,PCLINATURAL,,,,,,,,,,,,,,
3FS2-11_1,F,PCLI,SUNLIGHT,14,0,3FS2-11,PCLISUNLIGHT,,,,,,,,,,,,,,
3FS2-11_2,F,PCLI,SUNLIGHT,14,0,3FS2-11,PCLISUNLIGHT,,,,,,,,,,,,,,
3FS2-11_3,F,PCLI,SUNLIGHT,14,0,3FS2-11,PCLISUNLIGHT,,,,,,,,,,,,,,
3FS2-9_1,F,PCLI,SUNLIGHT,14,0,3FS2-9,PCLISUNLIGHT,,,,,,,,,,,,,,
3FS2-9_2,F,PCLI,SUNLIGHT,14,0,3FS2-9,PCLISUNLIGHT,,,,,,,,,,,,,,
3FS2-9_3,F,PCLI,SUNLIGHT,14,0,3FS2-9,PCLISUNLIGHT,,,,,,,,,,,,,,
4FB2-1_1,F,PCLI,BLUE,14,0,4FB2-1,PCLIBLUE,,,,,,,,,,,,,,
4FB2-1_2,F,PCLI,BLUE,14,0,4FB2-1,PCLIBLUE,,,,,,,,,,,,,,
4FB2-1_3,F,PCLI,BLUE,14,0,4FB2-1,PCLIBLUE,,,,,,,,,,,,,,
4FB2-1_4,F,PCLI,BLUE,14,0,4FB2-1,PCLIBLUE,,,,,,,,,,,,,,
4FB2-6_1,F,PCLI,BLUE,14,0,4FB2-6,PCLIBLUE,,,,,,,,,,,,,,
4FB2-6_2,F,PCLI,BLUE,14,0,4FB2-6,PCLIBLUE,,,,,,,,,,,,,,
4FB2-6_3,F,PCLI,BLUE,14,0,4FB2-6,PCLIBLUE,,,,,,,,,,,,,,
4FB2-6_4,F,PCLI,BLUE,14,0,4FB2-6,PCLIBLUE,,,,,,,,,,,,,,
4FN2-11_2,F,PCLI,NATURAL,14,0,4FN2-11,PCLINATURAL,,,,,,,,,,,,,,
4FN2-11_3,F,PCLI,NATURAL,14,0,4FN2-11,PCLINATURAL,,,,,,,,,,,,,,
4FN2-11_4,F,PCLI,NATURAL,14,0,4FN2-11,PCLINATURAL,,,,,,,,,,,,,,
4FN2-7_1,F,PCLI,NATURAL,14,0,4FN2-7,PCLINATURAL,,,,,,,,,,,,,,
4FN2-7_2,F,PCLI,NATURAL,14,0,4FN2-7,PCLINATURAL,,,,,,,,,,,,,,
4FN2-7_3,F,PCLI,NATURAL,14,0,4FN2-7,PCLINATURAL,,,,,,,,,,,,,,
4FN2-7_4,F,PCLI,NATURAL,14,0,4FN2-7,PCLINATURAL,,,,,,,,,,,,,,
4FS2-12_1,F,PCLI,SUNLIGHT,14,0,4FS2-12,PCLISUNLIGHT,,,,,,,,,,,,,,
4FS2-12_2,F,PCLI,SUNLIGHT,14,0,4FS2-12,PCLISUNLIGHT,,,,,,,,,,,,,,
4FS2-12_4,F,PCLI,SUNLIGHT,14,0,4FS2-12,PCLISUNLIGHT,,,,,,,,,,,,,,
4FS2-8_1,F,PCLI,SUNLIGHT,14,1,4FS2-8,PCLISUNLIGHT,,,,,,,,,,,,,,
4FS2-8_2,F,PCLI,SUNLIGHT,14,1,4FS2-8,PCLISUNLIGHT,,,,,,,,,,,,,,
4FS2-8_3,F,PCLI,SUNLIGHT,14,1,4FS2-8,PCLISUNLIGHT,,,,,,,,,,,,,,
4FS2-8_4,F,PCLI,SUNLIGHT,14,1,4FS2-8,PCLISUNLIGHT,,,,,,,,,,,,,,
5FB2-1_1,F,PCLI,BLUE,14,0,5FB2-1,PCLIBLUE,,,,,,,,,,,,,,
5FB2-1_3,F,PCLI,BLUE,14,0,5FB2-1,PCLIBLUE,,,,,,,,,,,,,,
5FB2-1_4,F,PCLI,BLUE,14,0,5FB2-1,PCLIBLUE,,,,,,,,,,,,,,
5FB2-1_5,F,PCLI,BLUE,14,0,5FB2-1,PCLIBLUE,,,,,,,,,,,,,,
5FB2-11_2,F,PCLI,BLUE,14,0,5FB2-11,PCLIBLUE,,,,,,,,,,,,,,
5FB2-11_3,F,PCLI,BLUE,14,0,5FB2-11,PCLIBLUE,,,,,,,,,,,,,,
5FB2-11_4,F,PCLI,BLUE,14,0,5FB2-11,PCLIBLUE,,,,,,,,,,,,,,
5FB2-11_5,F,PCLI,BLUE,14,0,5FB2-11,PCLIBLUE,,,,,,,,,,,,,,
5FN2-10_1,F,PCLI,NATURAL,14,0,5FN2-10,PCLINATURAL,,,,,,,,,,,,,,
5FN2-10_3,F,PCLI,NATURAL,14,0,5FN2-10,PCLINATURAL,,,,,,,,,,,,,,
5FN2-10_4,F,PCLI,NATURAL,14,0,5FN2-10,PCLINATURAL,,,,,,,,,,,,,,
5FN2-10_5,F,PCLI,NATURAL,14,0,5FN2-10,PCLINATURAL,,,,,,,,,,,,,,
5FN2-5_1,F,PCLI,NATURAL,14,0,5FN2-5,PCLINATURAL,,,,,,,,,,,,,,
5FN2-5_2,F,PCLI,NATURAL,14,0,5FN2-5,PCLINATURAL,,,,,,,,,,,,,,
5FN2-5_3,F,PCLI,NATURAL,14,0,5FN2-5,PCLINATURAL,,,,,,,,,,,,,,
5FN2-5_4,F,PCLI,NATURAL,14,0,5FN2-5,PCLINATURAL,,,,,,,,,,,,,,
5FN2-5_5,F,PCLI,NATURAL,14,0,5FN2-5,PCLINATURAL,,,,,,,,,,,,,,
5FS2-12_1,F,PCLI,SUNLIGHT,14,0,5FS2-12,PCLISUNLIGHT,,,,,,,,,,,,,,
5FS2-12_3,F,PCLI,SUNLIGHT,14,0,5FS2-12,PCLISUNLIGHT,,,,,,,,,,,,,,
5FS2-12_4,F,PCLI,SUNLIGHT,14,0,5FS2-12,PCLISUNLIGHT,,,,,,,,,,,,,,
5FS2-12_5,F,PCLI,SUNLIGHT,14,0,5FS2-12,PCLISUNLIGHT,,,,,,,,,,,,,,
5FS2-3_1,F,PCLI,SUNLIGHT,14,0,5FS2-3,PCLISUNLIGHT,,,,,,,,,,,,,,
5FS2-3_2,F,PCLI,SUNLIGHT,14,0,5FS2-3,PCLISUNLIGHT,,,,,,,,,,,,,,
5FS2-3_3,F,PCLI,SUNLIGHT,14,0,5FS2-3,PCLISUNLIGHT,,,,,,,,,,,,,,
5FS2-3_4,F,PCLI,SUNLIGHT,14,0,5FS2-3,PCLISUNLIGHT,,,,,,,,,,,,,,
5FS2-3_5,F,PCLI,SUNLIGHT,14,0,5FS2-3,PCLISUNLIGHT,,,,,,,,,,,,,,
6FB2-1_2,F,PCLI,BLUE,14,0,6FB2-1,PCLIBLUE,,,,,,,,,,,,,,
6FB2-1_3,F,PCLI,BLUE,14,0,6FB2-1,PCLIBLUE,,,,,,,,,,,,,,
6FB2-1_4,F,PCLI,BLUE,14,0,6FB2-1,PCLIBLUE,,,,,,,,,,,,,,
6FB2-1_5,F,PCLI,BLUE,14,0,6FB2-1,PCLIBLUE,,,,,,,,,,,,,,
6FB2-1_6,F,PCLI,BLUE,14,0,6FB2-1,PCLIBLUE,,,,,,,,,,,,,,
6FN2-2_4,F,PCLI,NATURAL,14,0,6FN2-2,PCLINATURAL,,,,,,,,,,,,,,
6FN2-2_6,F,PCLI,NATURAL,14,0,6FN2-2,PCLINATURAL,,,,,,,,,,,,,,
6FS2-3_1,F,PCLI,SUNLIGHT,14,0,6FS2-3,PCLISUNLIGHT,,,,,,,,,,,,,,
6FS2-3_2,F,PCLI,SUNLIGHT,14,0,6FS2-3,PCLISUNLIGHT,,,,,,,,,,,,,,
6FS2-3_3,F,PCLI,SUNLIGHT,14,0,6FS2-3,PCLISUNLIGHT,,,,,,,,,,,,,,
6FS2-3_4,F,PCLI,SUNLIGHT,14,0,6FS2-3,PCLISUNLIGHT,,,,,,,,,,,,,,
6FS2-3_5,F,PCLI,SUNLIGHT,14,0,6FS2-3,PCLISUNLIGHT,,,,,,,,,,,,,,
6FS2-3_6,F,PCLI,SUNLIGHT,14,0,6FS2-3,PCLISUNLIGHT,,,,,,,,,,,,,,
7FB2-4_1,F,PCLI,BLUE,14,0,7FB2-4,PCLIBLUE,,,,,,,,,,,,,,
7FB2-4_2,F,PCLI,BLUE,14,0,7FB2-4,PCLIBLUE,,,,,,,,,,,,,,
7FB2-4_3,F,PCLI,BLUE,14,0,7FB2-4,PCLIBLUE,,,,,,,,,,,,,,
7FB2-4_4,F,PCLI,BLUE,14,0,7FB2-4,PCLIBLUE,,,,,,,,,,,,,,
7FB2-4_5,F,PCLI,BLUE,14,0,7FB2-4,PCLIBLUE,,,,,,,,,,,,,,
7FB2-4_6,F,PCLI,BLUE,14,0,7FB2-4,PCLIBLUE,,,,,,,,,,,,,,
7FB2-4_7,F,PCLI,BLUE,14,0,7FB2-4,PCLIBLUE,,,,,,,,,,,,,,
7FN2-1_3,F,PCLI,NATURAL,14,0,7FN2-1,PCLINATURAL,,,,,,,,,,,,,,
7FN2-1_4,F,PCLI,NATURAL,14,0,7FN2-1,PCLINATURAL,,,,,,,,,,,,,,
