ID,TANK,SPECIES,TREATMENT,AGE,GROWTH,TILE
7EB2-2_7,E,PCLI,BLUE,10,0.48,7EB2-2
7EN2-5_3,E,PCLI,NATURAL,10,0.33,7EN2-5
7ES2-6_1,E,PCLI,SUNLIGHT,10,0.15,7ES2-6
7ES2-6_4,E,PCLI,SUNLIGHT,10,0.26,7ES2-6
7ES2-6_5,E,PCLI,SUNLIGHT,10,0.36,7ES2-6
7ES2-6_6,E,PCLI,SUNLIGHT,10,0.32,7ES2-6
7ES2-6_7,E,PCLI,SUNLIGHT,10,0.4,7ES2-6
3EB2-12_1,E,PCLI,BLUE,11,0.62,3EB2-12
3EB2-12_2,E,PCLI,BLUE,11,0.87,3EB2-12
3EB2-12_3,E,PCLI,BLUE,11,0.58,3EB2-12
3EB2-5_1,E,PCLI,BLUE,11,0.45,3EB2-5
3EB2-5_2,E,PCLI,BLUE,11,0.42,3EB2-5
3EB2-5_3,E,PCLI,BLUE,11,0.09,3EB2-5
3EN2-2_1,E,PCLI,NATURAL,11,0.21,3EN2-2
3EN2-2_2,E,PCLI,NATURAL,11,0.4,3EN2-2
3EN2-6_1,E,PCLI,NATURAL,11,1.1,3EN2-6
3EN2-6_2,E,PCLI,NATURAL,11,1.33,3EN2-6
3EN2-6_3,E,PCLI,NATURAL,11,1.25,3EN2-6
3ES2-1_1,E,PCLI,SUNLIGHT,11,0.115,3ES2-1
3ES2-1_2,E,PCLI,SUNLIGHT,11,0.115,3ES2-1
3ES2-1_3,E,PCLI,SUNLIGHT,11,0.25,3ES2-1
3ES2-3_1,E,PCLI,SUNLIGHT,11,0.65,3ES2-3
3ES2-3_2,E,PCLI,SUNLIGHT,11,1.14,3ES2-3
3ES2-3_3,E,PCLI,SUNLIGHT,11,0.88,3ES2-3
4EB2-4_1,E,PCLI,BLUE,11,0.77,4EB2-4
4EB2-4_2,E,PCLI,BLUE,11,0.36,4EB2-4
4EB2-4_4,E,PCLI,BLUE,11,0.44,4EB2-4
4EB2-5_1,E,PCLI,BLUE,11,0.14,4EB2-5
4EB2-5_2,E,PCLI,BLUE,11,0.28,4EB2-5
4EB2-5_3,E,PCLI,BLUE,11,0.42,4EB2-5
4EB2-5_4,E,PCLI,BLUE,11,1.17,4EB2-5
4EN2-10_1,E,PCLI,NATURAL,11,0.53,4EN2-10
4EN2-10_2,E,PCLI,NATURAL,11,0.27,4EN2-10
4EN2-10_3,E,PCLI,NATURAL,11,0.22,4EN2-10
4EN2-10_4,E,PCLI,NATURAL,11,0.27,4EN2-10
4EN2-9_1,E,PCLI,NATURAL,11,0.78,4EN2-9
4EN2-9_2,E,PCLI,NATURAL,11,1.21,4EN2-9
4EN2-9_3,E,PCLI,NATURAL,11,0.89,4EN2-9
4ES2-2_1,E,PCLI,SUNLIGHT,11,1.25,4ES2-2
4ES2-2_2,E,PCLI,SUNLIGHT,11,0.49,4ES2-2
4ES2-2_3,E,PCLI,SUNLIGHT,11,0.56,4ES2-2
4ES2-2_4,E,PCLI,SUNLIGHT,11,0.26,4ES2-2
4ES2-3_1,E,PCLI,SUNLIGHT,11,1.12,4ES2-3
4ES2-3_2,E,PCLI,SUNLIGHT,11,0.84,4ES2-3
4ES2-3_3,E,PCLI,SUNLIGHT,11,0.2,4ES2-3
4ES2-3_4,E,PCLI,SUNLIGHT,11,0.5,4ES2-3
5EB2-2_1,E,PCLI,BLUE,11,0.59,5EB2-2
5EB2-2_4,E,PCLI,BLUE,11,0.78,5EB2-2
5EB2-9_1,E,PCLI,BLUE,11,0.31,5EB2-9
5EB2-9_2,E,PCLI,BLUE,11,0.64,5EB2-9
5EB2-9_3,E,PCLI,BLUE,11,0.19,5EB2-9
5EB2-9_4,E,PCLI,BLUE,11,0.39,5EB2-9
5EB2-9_5,E,PCLI,BLUE,11,0.14,5EB2-9
5EN2-4_1,E,PCLI,NATURAL,11,0.49,5EN2-4
5EN2-4_2,E,PCLI,NATURAL,11,1.19,5EN2-4
5EN2-4_3,E,PCLI,NATURAL,11,0.88,5EN2-4
5EN2-4_4,E,PCLI,NATURAL,11,0.48,5EN2-4
5EN2-7_1,E,PCLI,NATURAL,11,0.36,5EN2-7
5EN2-7_2,E,PCLI,NATURAL,11,0.42,5EN2-7
5EN2-7_3,E,PCLI,NATURAL,11,0.33,5EN2-7
5EN2-7_4,E,PCLI,NATURAL,11,0.31,5EN2-7
5EN2-7_5,E,PCLI,NATURAL,11,0.45,5EN2-7
5ES2-6_1,E,PCLI,SUNLIGHT,11,0.34,5ES2-6
5ES2-6_2,E,PCLI,SUNLIGHT,11,0.83,5ES2-6
5ES2-6_3,E,PCLI,SUNLIGHT,11,0.88,5ES2-6
5ES2-6_5,E,PCLI,SUNLIGHT,11,1.05,5ES2-6
5ES2-8_1,E,PCLI,SUNLIGHT,11,0.12,5ES2-8
5ES2-8_3,E,PCLI,SUNLIGHT,11,0.835,5ES2-8
5ES2-8_4,E,PCLI,SUNLIGHT,11,0.41,5ES2-8
5ES2-8_5,E,PCLI,SUNLIGHT,11,0.35,5ES2-8
6EB2-6_4,E,PCLI,BLUE,11,0.39,6EB2-6
6EB2-6_5,E,PCLI,BLUE,11,0.55,6EB2-6
6EB2-6_6,E,PCLI,BLUE,11,0.31,6EB2-6
6EN2-5_2,E,PCLI,NATURAL,11,0.56,6EN2-5
6EN2-5_3,E,PCLI,NATURAL,11,0.81,6EN2-5
6EN2-5_4,E,PCLI,NATURAL,11,0.6,6EN2-5
6EN2-5_5,E,PCLI,NATURAL,11,0.43,6EN2-5
6ES2-4_1,E,PCLI,SUNLIGHT,11,0.88,6ES2-4
6ES2-4_2,E,PCLI,SUNLIGHT,11,0.27,6ES2-4
6ES2-4_3,E,PCLI,SUNLIGHT,11,0.26,6ES2-4
6ES2-4_4,E,PCLI,SUNLIGHT,11,0.28,6ES2-4
6ES2-4_5,E,PCLI,SUNLIGHT,11,0.4,6ES2-4
6ES2-4_6,E,PCLI,SUNLIGHT,11,0.25,6ES2-4
7EB2-2_1,E,PCLI,BLUE,11,0.17,7EB2-2
7EB2-2_2,E,PCLI,BLUE,11,0.21,7EB2-2
7EB2-2_3,E,PCLI,BLUE,11,0.18,7EB2-2
7EB2-2_4,E,PCLI,BLUE,11,0.57,7EB2-2
7EB2-2_5,E,PCLI,BLUE,11,1.09,7EB2-2
7EB2-2_6,E,PCLI,BLUE,11,0.88,7EB2-2
7EB2-2_7,E,PCLI,BLUE,11,0.81,7EB2-2
7EN2-5_3,E,PCLI,NATURAL,11,0.31,7EN2-5
7ES2-6_1,E,PCLI,SUNLIGHT,11,0.14,7ES2-6
7ES2-6_4,E,PCLI,SUNLIGHT,11,0.22,7ES2-6
7ES2-6_5,E,PCLI,SUNLIGHT,11,0.25,7ES2-6
7ES2-6_6,E,PCLI,SUNLIGHT,11,0.35,7ES2-6
7ES2-6_7,E,PCLI,SUNLIGHT,11,0.3,7ES2-6
3EB2-12_1,E,PCLI,BLUE,12,0.7,3EB2-12
3EB2-12_2,E,PCLI,BLUE,12,0.99,3EB2-12
3EB2-12_3,E,PCLI,BLUE,12,0.8,3EB2-12
3EB2-5_1,E,PCLI,BLUE,12,0.54,3EB2-5
3EB2-5_2,E,PCLI,BLUE,12,0.6,3EB2-5
3EB2-5_3,E,PCLI,BLUE,12,0.54,3EB2-5
3EN2-2_1,E,PCLI,NATURAL,12,0.26,3EN2-2
3EN2-2_2,E,PCLI,NATURAL,12,0.36,3EN2-2
3EN2-6_1,E,PCLI,NATURAL,12,2.9,3EN2-6
3EN2-6_2,E,PCLI,NATURAL,12,2.08,3EN2-6
3EN2-6_3,E,PCLI,NATURAL,12,2.24,3EN2-6
3ES2-1_1,E,PCLI,SUNLIGHT,12,0.12,3ES2-1
3ES2-1_2,E,PCLI,SUNLIGHT,12,0.14,3ES2-1
3ES2-1_3,E,PCLI,SUNLIGHT,12,0.27,3ES2-1
3ES2-3_1,E,PCLI,SUNLIGHT,12,0.59,3ES2-3
3ES2-3_2,E,PCLI,SUNLIGHT,12,1.27,3ES2-3
3ES2-3_3,E,PCLI,SUNLIGHT,12,1.04,3ES2-3
4EB2-4_1,E,PCLI,BLUE,12,0.7,4EB2-4
4EB2-4_2,E,PCLI,BLUE,12,0.48,4EB2-4
4EB2-4_4,E,PCLI,BLUE,12,0.62,4EB2-4
4EB2-5_1,E,PCLI,BLUE,12,0.15,4EB2-5
4EB2-5_2,E,PCLI,BLUE,12,0.5,4EB2-5
4EB2-5_3,E,PCLI,BLUE,12,0.54,4EB2-5
4EB2-5_4,E,PCLI,BLUE,12,1.66,4EB2-5
4EN2-10_1,E,PCLI,NATURAL,12,0.75,4EN2-10
4EN2-10_2,E,PCLI,NATURAL,12,0.21,4EN2-10
4EN2-10_3,E,PCLI,NATURAL,12,0.17,4EN2-10
4EN2-10_4,E,PCLI,NATURAL,12,0.27,4EN2-10
4EN2-9_1,E,PCLI,NATURAL,12,0.67,4EN2-9
4EN2-9_2,E,PCLI,NATURAL,12,1.12,4EN2-9
4EN2-9_3,E,PCLI,NATURAL,12,1.12,4EN2-9
4ES2-2_1,E,PCLI,SUNLIGHT,12,1.1,4ES2-2
4ES2-2_2,E,PCLI,SUNLIGHT,12,0.49,4ES2-2
4ES2-2_3,E,PCLI,SUNLIGHT,12,0.28,4ES2-2
4ES2-2_4,E,PCLI,SUNLIGHT,12,0.2,4ES2-2
4ES2-3_1,E,PCLI,SUNLIGHT,12,0.62,4ES2-3
4ES2-3_2,E,PCLI,SUNLIGHT,12,0.96,4ES2-3
4ES2-3_3,E,PCLI,SUNLIGHT,12,0.24,4ES2-3
4ES2-3_4,E,PCLI,SUNLIGHT,12,0.51,4ES2-3
5EB2-2_1,E,PCLI,BLUE,12,0.59,5EB2-2
5EB2-2_4,E,PCLI,BLUE,12,0.93,5EB2-2
5EB2-9_1,E,PCLI,BLUE,12,0.43,5EB2-9
5EB2-9_2,E,PCLI,BLUE,12,0.64,5EB2-9
5EB2-9_3,E,PCLI,BLUE,12,0.27,5EB2-9
5EB2-9_4,E,PCLI,BLUE,12,0.27,5EB2-9
5EB2-9_5,E,PCLI,BLUE,12,0.07,5EB2-9
5EN2-4_1,E,PCLI,NATURAL,12,0.68,5EN2-4
5EN2-4_2,E,PCLI,NATURAL,12,1.41,5EN2-4
5EN2-4_3,E,PCLI,NATURAL,12,1.33,5EN2-4
5EN2-4_4,E,PCLI,NATURAL,12,0.72,5EN2-4
5EN2-7_1,E,PCLI,NATURAL,12,0.44,5EN2-7
5EN2-7_2,E,PCLI,NATURAL,12,0.48,5EN2-7
5EN2-7_3,E,PCLI,NATURAL,12,0.47,5EN2-7
5EN2-7_4,E,PCLI,NATURAL,12,0.4,5EN2-7
5EN2-7_5,E,PCLI,NATURAL,12,0.44,5EN2-7
5ES2-6_1,E,PCLI,SUNLIGHT,12,0.26,5ES2-6
5ES2-6_2,E,PCLI,SUNLIGHT,12,0.82,5ES2-6
5ES2-6_3,E,PCLI,SUNLIGHT,12,0.61,5ES2-6
5ES2-6_5,E,PCLI,SUNLIGHT,12,0.95,5ES2-6
5ES2-8_1,E,PCLI,SUNLIGHT,12,0.14,5ES2-8
5ES2-8_3,E,PCLI,SUNLIGHT,12,0.77,5ES2-8
5ES2-8_4,E,PCLI,SUNLIGHT,12,0.51,5ES2-8
5ES2-8_5,E,PCLI,SUNLIGHT,12,0.35,5ES2-8
6EB2-6_4,E,PCLI,BLUE,12,0.45,6EB2-6
6EB2-6_5,E,PCLI,BLUE,12,0.52,6EB2-6
6EB2-6_6,E,PCLI,BLUE,12,0.32,6EB2-6
6EN2-5_2,E,PCLI,NATURAL,12,1.2,6EN2-5
6EN2-5_3,E,PCLI,NATURAL,12,1.6,6EN2-5
6EN2-5_4,E,PCLI,NATURAL,12,1.03,6EN2-5
6EN2-5_5,E,PCLI,NATURAL,12,0.8,6EN2-5
6ES2-4_1,E,PCLI,SUNLIGHT,12,0.78,6ES2-4
6ES2-4_2,E,PCLI,SUNLIGHT,12,0.17,6ES2-4
6ES2-4_3,E,PCLI,SUNLIGHT,12,0.21,6ES2-4
6ES2-4_4,E,PCLI,SUNLIGHT,12,0.31,6ES2-4
6ES2-4_5,E,PCLI,SUNLIGHT,12,0.32,6ES2-4
6ES2-4_6,E,PCLI,SUNLIGHT,12,0.42,6ES2-4
7EB2-2_1,E,PCLI,BLUE,12,0.12,7EB2-2
7EB2-2_2,E,PCLI,BLUE,12,0.2,7EB2-2
7EB2-2_3,E,PCLI,BLUE,12,0.22,7EB2-2
7EB2-2_4,E,PCLI,BLUE,12,0.62,7EB2-2
7EB2-2_5,E,PCLI,BLUE,12,1.38,7EB2-2
7EB2-2_6,E,PCLI,BLUE,12,0.79,7EB2-2
7EB2-2_7,E,PCLI,BLUE,12,0.73,7EB2-2
7EN2-5_3,E,PCLI,NATURAL,12,0.35,7EN2-5
7ES2-6_1,E,PCLI,SUNLIGHT,12,0.14,7ES2-6
7ES2-6_4,E,PCLI,SUNLIGHT,12,0.23,7ES2-6
7ES2-6_5,E,PCLI,SUNLIGHT,12,0.35,7ES2-6
7ES2-6_6,E,PCLI,SUNLIGHT,12,0.325,7ES2-6
7ES2-6_7,E,PCLI,SUNLIGHT,12,0.35,7ES2-6
3EB2-12_1,E,PCLI,BLUE,13,0.98,3EB2-12
3EB2-12_2,E,PCLI,BLUE,13,1.2,3EB2-12
3EB2-12_3,E,PCLI,BLUE,13,0.88,3EB2-12
3EB2-5_1,E,PCLI,BLUE,13,1.4,3EB2-5
3EB2-5_2,E,PCLI,BLUE,13,0.68,3EB2-5
3EB2-5_3,E,PCLI,BLUE,13,0.21,3EB2-5
3EN2-2_1,E,PCLI,NATURAL,13,0.26,3EN2-2
3EN2-2_2,E,PCLI,NATURAL,13,0.5,3EN2-2
3EN2-6_1,E,PCLI,NATURAL,13,3.78,3EN2-6
3EN2-6_2,E,PCLI,NATURAL,13,2.61,3EN2-6
3EN2-6_3,E,PCLI,NATURAL,13,5.56,3EN2-6
3ES2-1_1,E,PCLI,SUNLIGHT,13,0.2,3ES2-1
3ES2-1_2,E,PCLI,SUNLIGHT,13,0.19,3ES2-1
3ES2-1_3,E,PCLI,SUNLIGHT,13,0.38,3ES2-1
3ES2-3_1,E,PCLI,SUNLIGHT,13,0.54,3ES2-3
3ES2-3_2,E,PCLI,SUNLIGHT,13,1.47,3ES2-3
3ES2-3_3,E,PCLI,SUNLIGHT,13,1.41,3ES2-3
4EB2-4_1,E,PCLI,BLUE,13,1.05,4EB2-4
4EB2-4_2,E,PCLI,BLUE,13,0.5,4EB2-4
4EB2-4_4,E,PCLI,BLUE,13,0.56,4EB2-4
4EB2-5_2,E,PCLI,BLUE,13,0.61,4EB2-5
4EB2-5_3,E,PCLI,BLUE,13,0.58,4EB2-5
4EB2-5_4,E,PCLI,BLUE,13,3.13,4EB2-5
4EN2-10_1,E,PCLI,NATURAL,13,1,4EN2-10
4EN2-10_2,E,PCLI,NATURAL,13,0.39,4EN2-10
4EN2-10_3,E,PCLI,NATURAL,13,0.23,4EN2-10
4EN2-10_4,E,PCLI,NATURAL,13,0.4,4EN2-10
4EN2-9_1,E,PCLI,NATURAL,13,1.3,4EN2-9
4EN2-9_2,E,PCLI,NATURAL,13,1.53,4EN2-9
4EN2-9_3,E,PCLI,NATURAL,13,2.61,4EN2-9
4ES2-2_1,E,PCLI,SUNLIGHT,13,0.59,4ES2-2
4ES2-2_2,E,PCLI,SUNLIGHT,13,0.41,4ES2-2
4ES2-2_3,E,PCLI,SUNLIGHT,13,0.46,4ES2-2
4ES2-2_4,E,PCLI,SUNLIGHT,13,0.29,4ES2-2
4ES2-3_1,E,PCLI,SUNLIGHT,13,1.3,4ES2-3
4ES2-3_2,E,PCLI,SUNLIGHT,13,0.76,4ES2-3
4ES2-3_3,E,PCLI,SUNLIGHT,13,0.27,4ES2-3
4ES2-3_4,E,PCLI,SUNLIGHT,13,0.48,4ES2-3
5EB2-2_1,E,PCLI,BLUE,13,0.77,5EB2-2
5EB2-2_4,E,PCLI,BLUE,13,1.36,5EB2-2
5EB2-9_1,E,PCLI,BLUE,13,0.82,5EB2-9
5EB2-9_2,E,PCLI,BLUE,13,1.18,5EB2-9
5EB2-9_3,E,PCLI,BLUE,13,0.44,5EB2-9
5EB2-9_4,E,PCLI,BLUE,13,0.32,5EB2-9
5EB2-9_5,E,PCLI,BLUE,13,0.08,5EB2-9
5EN2-4_1,E,PCLI,NATURAL,13,0.79,5EN2-4
5EN2-4_2,E,PCLI,NATURAL,13,1.6,5EN2-4
5EN2-4_3,E,PCLI,NATURAL,13,1.73,5EN2-4
5EN2-4_4,E,PCLI,NATURAL,13,0.75,5EN2-4
5EN2-7_1,E,PCLI,NATURAL,13,0.52,5EN2-7
5EN2-7_2,E,PCLI,NATURAL,13,0.38,5EN2-7
5EN2-7_3,E,PCLI,NATURAL,13,0.52,5EN2-7
5EN2-7_4,E,PCLI,NATURAL,13,0.39,5EN2-7
5EN2-7_5,E,PCLI,NATURAL,13,0.61,5EN2-7
5ES2-6_1,E,PCLI,SUNLIGHT,13,0.29,5ES2-6
5ES2-6_2,E,PCLI,SUNLIGHT,13,0.82,5ES2-6
5ES2-6_3,E,PCLI,SUNLIGHT,13,0.76,5ES2-6
5ES2-6_5,E,PCLI,SUNLIGHT,13,0.87,5ES2-6
5ES2-8_1,E,PCLI,SUNLIGHT,13,0.24,5ES2-8
5ES2-8_3,E,PCLI,SUNLIGHT,13,0.59,5ES2-8
5ES2-8_4,E,PCLI,SUNLIGHT,13,0.43,5ES2-8
5ES2-8_5,E,PCLI,SUNLIGHT,13,0.4,5ES2-8
6EB2-6_4,E,PCLI,BLUE,13,1.01,6EB2-6
6EB2-6_5,E,PCLI,BLUE,13,0.95,6EB2-6
6EB2-6_6,E,PCLI,BLUE,13,0.65,6EB2-6
6EN2-5_2,E,PCLI,NATURAL,13,1.2,6EN2-5
6EN2-5_3,E,PCLI,NATURAL,13,1.55,6EN2-5
6EN2-5_4,E,PCLI,NATURAL,13,1.02,6EN2-5
6EN2-5_5,E,PCLI,NATURAL,13,0.78,6EN2-5
6ES2-4_1,E,PCLI,SUNLIGHT,13,0.93,6ES2-4
6ES2-4_2,E,PCLI,SUNLIGHT,13,0.36,6ES2-4
6ES2-4_3,E,PCLI,SUNLIGHT,13,0.34,6ES2-4
6ES2-4_4,E,PCLI,SUNLIGHT,13,0.45,6ES2-4
6ES2-4_5,E,PCLI,SUNLIGHT,13,0.37,6ES2-4
6ES2-4_6,E,PCLI,SUNLIGHT,13,0.31,6ES2-4
7EB2-2_1,E,PCLI,BLUE,13,0.12,7EB2-2
7EB2-2_2,E,PCLI,BLUE,13,0.17,7EB2-2
7EB2-2_3,E,PCLI,BLUE,13,0.16,7EB2-2
7EB2-2_4,E,PCLI,BLUE,13,1.25,7EB2-2
7EB2-2_5,E,PCLI,BLUE,13,1.69,7EB2-2
7EB2-2_6,E,PCLI,BLUE,13,1.26,7EB2-2
7EB2-2_7,E,PCLI,BLUE,13,1.23,7EB2-2
7EN2-5_3,E,PCLI,NATURAL,13,0.33,7EN2-5
7ES2-6_1,E,PCLI,SUNLIGHT,13,0.17,7ES2-6
7ES2-6_4,E,PCLI,SUNLIGHT,13,0.18,7ES2-6
7ES2-6_6,E,PCLI,SUNLIGHT,13,0.3,7ES2-6
7ES2-6_7,E,PCLI,SUNLIGHT,13,0.21,7ES2-6
3EB2-12_1,E,PCLI,BLUE,14,0.93,3EB2-12
3EB2-12_2,E,PCLI,BLUE,14,1.12,3EB2-12
3EB2-12_3,E,PCLI,BLUE,14,1.22,3EB2-12
3EB2-5_1,E,PCLI,BLUE,14,1.64,3EB2-5
3EB2-5_2,E,PCLI,BLUE,14,0.83,3EB2-5
3EB2-5_3,E,PCLI,BLUE,14,0.2,3EB2-5
3EN2-2_1,E,PCLI,NATURAL,14,0.31,3EN2-2
3EN2-2_2,E,PCLI,NATURAL,14,0.73,3EN2-2
3EN2-6_1,E,PCLI,NATURAL,14,3.96,3EN2-6
3EN2-6_2,E,PCLI,NATURAL,14,2.4,3EN2-6
3EN2-6_3,E,PCLI,NATURAL,14,3.66,3EN2-6
3ES2-1_1,E,PCLI,SUNLIGHT,14,0.17,3ES2-1
3ES2-1_2,E,PCLI,SUNLIGHT,14,0.16,3ES2-1
3ES2-1_3,E,PCLI,SUNLIGHT,14,0.46,3ES2-1
3ES2-3_1,E,PCLI,SUNLIGHT,14,0.74,3ES2-3
3ES2-3_2,E,PCLI,SUNLIGHT,14,1.95,3ES2-3
3ES2-3_3,E,PCLI,SUNLIGHT,14,1.18,3ES2-3
4EB2-4_1,E,PCLI,BLUE,14,0.81,4EB2-4
4EB2-4_2,E,PCLI,BLUE,14,0.655,4EB2-4
4EB2-4_4,E,PCLI,BLUE,14,0.65,4EB2-4
4EB2-5_2,E,PCLI,BLUE,14,0.73,4EB2-5
4EB2-5_3,E,PCLI,BLUE,14,0.61,4EB2-5
4EB2-5_4,E,PCLI,BLUE,14,2.69,4EB2-5
4EN2-10_1,E,PCLI,NATURAL,14,1.45,4EN2-10
4EN2-10_2,E,PCLI,NATURAL,14,0.71,4EN2-10
4EN2-10_3,E,PCLI,NATURAL,14,0.3,4EN2-10
4EN2-10_4,E,PCLI,NATURAL,14,0.37,4EN2-10
4EN2-9_1,E,PCLI,NATURAL,14,1.2,4EN2-9
4EN2-9_2,E,PCLI,NATURAL,14,1.32,4EN2-9
4EN2-9_3,E,PCLI,NATURAL,14,1.81,4EN2-9
4ES2-2_1,E,PCLI,SUNLIGHT,14,1.15,4ES2-2
4ES2-2_2,E,PCLI,SUNLIGHT,14,0.55,4ES2-2
4ES2-2_3,E,PCLI,SUNLIGHT,14,0.43,4ES2-2
4ES2-2_4,E,PCLI,SUNLIGHT,14,0.24,4ES2-2
4ES2-3_1,E,PCLI,SUNLIGHT,14,1.16,4ES2-3
4ES2-3_2,E,PCLI,SUNLIGHT,14,1.12,4ES2-3
4ES2-3_3,E,PCLI,SUNLIGHT,14,0.29,4ES2-3
4ES2-3_4,E,PCLI,SUNLIGHT,14,0.73,4ES2-3
5EB2-2_1,E,PCLI,BLUE,14,1.03,5EB2-2
5EB2-2_4,E,PCLI,BLUE,14,1.63,5EB2-2
5EB2-9_1,E,PCLI,BLUE,14,1.18,5EB2-9
5EB2-9_2,E,PCLI,BLUE,14,1.92,5EB2-9
5EB2-9_3,E,PCLI,BLUE,14,0.56,5EB2-9
5EB2-9_4,E,PCLI,BLUE,14,0.72,5EB2-9
5EB2-9_5,E,PCLI,BLUE,14,0.46,5EB2-9
5EN2-4_1,E,PCLI,NATURAL,14,1.04,5EN2-4
5EN2-4_2,E,PCLI,NATURAL,14,2.62,5EN2-4
5EN2-4_3,E,PCLI,NATURAL,14,1.83,5EN2-4
5EN2-4_4,E,PCLI,NATURAL,14,0.89,5EN2-4
5EN2-7_1,E,PCLI,NATURAL,14,0.88,5EN2-7
5EN2-7_2,E,PCLI,NATURAL,14,0.67,5EN2-7
5EN2-7_3,E,PCLI,NATURAL,14,0.69,5EN2-7
5EN2-7_4,E,PCLI,NATURAL,14,0.35,5EN2-7
5EN2-7_5,E,PCLI,NATURAL,14,0.86,5EN2-7
5ES2-6_1,E,PCLI,SUNLIGHT,14,0.88,5ES2-6
5ES2-6_3,E,PCLI,SUNLIGHT,14,0.89,5ES2-6
5ES2-6_5,E,PCLI,SUNLIGHT,14,1.16,5ES2-6
5ES2-8_1,E,PCLI,SUNLIGHT,14,0.18,5ES2-8
5ES2-8_3,E,PCLI,SUNLIGHT,14,0.77,5ES2-8
5ES2-8_4,E,PCLI,SUNLIGHT,14,0.39,5ES2-8
5ES2-8_5,E,PCLI,SUNLIGHT,14,0.53,5ES2-8
6EB2-6_4,E,PCLI,BLUE,14,1.29,6EB2-6
6EB2-6_5,E,PCLI,BLUE,14,1.02,6EB2-6
6EB2-6_6,E,PCLI,BLUE,14,0.76,6EB2-6
6EN2-5_2,E,PCLI,NATURAL,14,1.31,6EN2-5
6EN2-5_3,E,PCLI,NATURAL,14,2.6,6EN2-5
6EN2-5_4,E,PCLI,NATURAL,14,1.04,6EN2-5
6EN2-5_5,E,PCLI,NATURAL,14,1.04,6EN2-5
6ES2-4_1,E,PCLI,SUNLIGHT,14,0.72,6ES2-4
6ES2-4_2,E,PCLI,SUNLIGHT,14,0.2,6ES2-4
6ES2-4_3,E,PCLI,SUNLIGHT,14,0.23,6ES2-4
6ES2-4_4,E,PCLI,SUNLIGHT,14,0.45,6ES2-4
6ES2-4_5,E,PCLI,SUNLIGHT,14,0.49,6ES2-4
6ES2-4_6,E,PCLI,SUNLIGHT,14,0.51,6ES2-4
7EB2-2_1,E,PCLI,BLUE,14,0.14,7EB2-2
7EB2-2_2,E,PCLI,BLUE,14,0.22,7EB2-2
7EB2-2_3,E,PCLI,BLUE,14,0.15,7EB2-2
7EB2-2_4,E,PCLI,BLUE,14,1.8,7EB2-2
7EB2-2_5,E,PCLI,BLUE,14,2.48,7EB2-2
7EB2-2_6,E,PCLI,BLUE,14,2.64,7EB2-2
7EB2-2_7,E,PCLI,BLUE,14,1.64,7EB2-2
7EN2-5_3,E,PCLI,NATURAL,14,0.42,7EN2-5
7ES2-6_1,E,PCLI,SUNLIGHT,14,0.13,7ES2-6
7ES2-6_4,E,PCLI,SUNLIGHT,14,0.23,7ES2-6
7ES2-6_6,E,PCLI,SUNLIGHT,14,0.36,7ES2-6
7ES2-6_7,E,PCLI,SUNLIGHT,14,0.19,7ES2-6
3FB1-10_1,F,PSTR,BLUE,7,1.06,3FB1-10
3FB1-10_2,F,PSTR,BLUE,7,0.58,3FB1-10
3FB1-10_3,F,PSTR,BLUE,7,0.45,3FB1-10
3FB1-5_1,F,PSTR,BLUE,7,0.75,3FB1-5
3FB1-5_2,F,PSTR,BLUE,7,0.23,3FB1-5
3FB1-5_3,F,PSTR,BLUE,7,0.18,3FB1-5
3FB1-6_1,F,PSTR,BLUE,7,0.32,3FB1-6
3FB1-6_2,F,PSTR,BLUE,7,0.6,3FB1-6
3FB1-6_3,F,PSTR,BLUE,7,0.56,3FB1-6
3FN1-12_1,F,PSTR,NATURAL,7,0.83,3FN1-12
3FN1-12_2,F,PSTR,NATURAL,7,0.62,3FN1-12
3FN1-12_3,F,PSTR,NATURAL,7,0.52,3FN1-12
3FN1-14_1,F,PSTR,NATURAL,7,0.61,3FN1-14
3FN1-14_2,F,PSTR,NATURAL,7,0.59,3FN1-14
3FN1-14_3,F,PSTR,NATURAL,7,0.75,3FN1-14
3FN1-8_3,F,PSTR,NATURAL,7,0.5,3FN1-8
3FS1-13_1,F,PSTR,SUNLIGHT,7,0.68,3FS1-13
3FS1-13_2,F,PSTR,SUNLIGHT,7,0.16,3FS1-13
3FS1-13_3,F,PSTR,SUNLIGHT,7,0.43,3FS1-13
3FS1-2_1,F,PSTR,SUNLIGHT,7,0.69,3FS1-2
3FS1-2_2,F,PSTR,SUNLIGHT,7,1.47,3FS1-2
3FS1-2_3,F,PSTR,SUNLIGHT,7,0.93,3FS1-2
3FS1-4_1,F,PSTR,SUNLIGHT,7,0.69,3FS1-4
3FS1-4_2,F,PSTR,SUNLIGHT,7,0.74,3FS1-4
3FS1-4_3,F,PSTR,SUNLIGHT,7,1.05,3FS1-4
4FB1-1_1,F,PSTR,BLUE,7,0.54,4FB1-1
4FB1-1_2,F,PSTR,BLUE,7,0.98,4FB1-1
4FB1-1_3,F,PSTR,BLUE,7,1.3,4FB1-1
4FB1-1_4,F,PSTR,BLUE,7,0.56,4FB1-1
4FB1-8_1,F,PSTR,BLUE,7,0.54,4FB1-8
4FB1-8_2,F,PSTR,BLUE,7,0.32,4FB1-8
4FB1-8_3,F,PSTR,BLUE,7,1.15,4FB1-8
