ID,TANK,SPECIES,TREATMENT,AGE,GROWTH,TILE
4FB1-8_4,F,PSTR,BLUE,7,0.89,4FB1-8
4FN1-12_1,F,PSTR,NATURAL,7,0.73,4FN1-12
4FN1-12_2,F,PSTR,NATURAL,7,0.96,4FN1-12
4FN1-12_3,F,PSTR,NATURAL,7,0.43,4FN1-12
4FN1-5_1,F,PSTR,NATURAL,7,0.2,4FN1-5
4FN1-5_2,F,PSTR,NATURAL,7,0.59,4FN1-5
4FN1-5_3,F,PSTR,NATURAL,7,0.44,4FN1-5
4FN1-5_4,F,PSTR,NATURAL,7,0.77,4FN1-5
4FS1-3_1,F,PSTR,SUNLIGHT,7,1.02,4FS1-3
4FS1-3_2,F,PSTR,SUNLIGHT,7,1.2,4FS1-3
4FS1-3_3,F,PSTR,SUNLIGHT,7,1.26,4FS1-3
4FS1-3_4,F,PSTR,SUNLIGHT,7,1.07,4FS1-3
4FS1-9_1,F,PSTR,SUNLIGHT,7,1.44,4FS1-9
4FS1-9_2,F,PSTR,SUNLIGHT,7,0.98,4FS1-9
4FS1-9_3,F,PSTR,SUNLIGHT,7,0.59,4FS1-9
4FS1-9_4,F,PSTR,SUNLIGHT,7,0.52,4FS1-9
5FB1-3_1,F,PSTR,BLUE,7,0.22,5FB1-3
5FB1-3_2,F,PSTR,BLUE,7,0.56,5FB1-3
5FB1-3_3,F,PSTR,BLUE,7,0.97,5FB1-3
5FB1-3_4,F,PSTR,BLUE,7,0.57,5FB1-3
5FB1-3_5,F,PSTR,BLUE,7,1.4,5FB1-3
5FN1-2_1,F,PSTR,NATURAL,7,1.07,5FN1-2
5FN1-2_2,F,PSTR,NATURAL,7,0.67,5FN1-2
5FN1-2_3,F,PSTR,NATURAL,7,0.86,5FN1-2
5FN1-2_4,F,PSTR,NATURAL,7,0.83,5FN1-2
5FN1-2_5,F,PSTR,NATURAL,7,0.78,5FN1-2
5FS1-4_1,F,PSTR,SUNLIGHT,7,1.04,5FS1-4
5FS1-4_2,F,PSTR,SUNLIGHT,7,0.95,5FS1-4
5FS1-4_3,F,PSTR,SUNLIGHT,7,0.73,5FS1-4
5FS1-4_4,F,PSTR,SUNLIGHT,7,1,5FS1-4
5FS1-4_5,F,PSTR,SUNLIGHT,7,1.31,5FS1-4
6FB1-4_1,F,PSTR,BLUE,7,0.44,6FB1-4
6FB1-4_2,F,PSTR,BLUE,7,0.6,6FB1-4
6FB1-4_3,F,PSTR,BLUE,7,0.7,6FB1-4
6FB1-4_4,F,PSTR,BLUE,7,0.44,6FB1-4
6FB1-4_5,F,PSTR,BLUE,7,0.28,6FB1-4
6FB1-4_6,F,PSTR,BLUE,7,0.4,6FB1-4
6FN1-3_1,F,PSTR,NATURAL,7,0.5,6FN1-3
6FN1-3_2,F,PSTR,NATURAL,7,0.57,6FN1-3
6FN1-3_3,F,PSTR,NATURAL,7,0.61,6FN1-3
6FN1-3_4,F,PSTR,NATURAL,7,0.31,6FN1-3
6FN1-3_5,F,PSTR,NATURAL,7,0.82,6FN1-3
6FN1-3_6,F,PSTR,NATURAL,7,0.41,6FN1-3
6FS1-2_1,F,PSTR,SUNLIGHT,7,1.64,6FS1-2
6FS1-2_2,F,PSTR,SUNLIGHT,7,1.02,6FS1-2
6FS1-2_3,F,PSTR,SUNLIGHT,7,0.63,6FS1-2
6FS1-2_4,F,PSTR,SUNLIGHT,7,0.9,6FS1-2
6FS1-2_5,F,PSTR,SUNLIGHT,7,0.92,6FS1-2
6FS1-2_6,F,PSTR,SUNLIGHT,7,1.95,6FS1-2
7FB1-4_1,F,PSTR,BLUE,7,0.8,7FB1-4
7FB1-4_2,F,PSTR,BLUE,7,0.5,7FB1-4
7FB1-4_3,F,PSTR,BLUE,7,0.6,7FB1-4
7FB1-4_4,F,PSTR,BLUE,7,0.63,7FB1-4
7FB1-4_5,F,PSTR,BLUE,7,0.77,7FB1-4
7FB1-4_6,F,PSTR,BLUE,7,0.79,7FB1-4
7FB1-4_7,F,PSTR,BLUE,7,0.39,7FB1-4
7FN1-1_1,F,PSTR,NATURAL,7,0.42,7FN1-1
7FN1-1_2,F,PSTR,NATURAL,7,0.51,7FN1-1
7FN1-1_3,F,PSTR,NATURAL,7,0.57,7FN1-1
7FN1-1_4,F,PSTR,NATURAL,7,0.68,7FN1-1
7FN1-1_5,F,PSTR,NATURAL,7,0.56,7FN1-1
7FN1-1_6,F,PSTR,NATURAL,7,1.01,7FN1-1
7FN1-1_7,F,PSTR,NATURAL,7,0.91,7FN1-1
7FS1-2_1,F,PSTR,SUNLIGHT,7,0.58,7FS1-2
7FS1-2_2,F,PSTR,SUNLIGHT,7,0.61,7FS1-2
7FS1-2_3,F,PSTR,SUNLIGHT,7,1.05,7FS1-2
7FS1-2_4,F,PSTR,SUNLIGHT,7,0.37,7FS1-2
7FS1-2_5,F,PSTR,SUNLIGHT,7,0.39,7FS1-2
7FS1-2_6,F,PSTR,SUNLIGHT,7,1,7FS1-2
7FS1-2_7,F,PSTR,SUNLIGHT,7,0.7,7FS1-2
8FB1-6_1,F,PSTR,BLUE,7,0.44,8FB1-6
8FB1-6_2,F,PSTR,BLUE,7,0.29,8FB1-6
8FB1-6_3,F,PSTR,BLUE,7,0.24,8FB1-6
8FB1-6_4,F,PSTR,BLUE,7,0.56,8FB1-6
8FB1-6_5,F,PSTR,BLUE,7,0.4,8FB1-6
8FB1-6_6,F,PSTR,BLUE,7,0.42,8FB1-6
8FB1-6_7,F,PSTR,BLUE,7,0.37,8FB1-6
8FB1-6_8,F,PSTR,BLUE,7,0.4,8FB1-6
8FN1-2_1,F,PSTR,NATURAL,7,0.86,8FN1-2
8FN1-2_2,F,PSTR,NATURAL,7,0.68,8FN1-2
8FN1-2_6,F,PSTR,NATURAL,7,0.63,8FN1-2
8FN1-2_7,F,PSTR,NATURAL,7,0.36,8FN1-2
8FN1-2_8,F,PSTR,NATURAL,7,0.25,8FN1-2
8FS1-5_1,F,PSTR,SUNLIGHT,7,0.65,8FS1-5
8FS1-5_2,F,PSTR,SUNLIGHT,7,0.65,8FS1-5
8FS1-5_3,F,PSTR,SUNLIGHT,7,0.8,8FS1-5
8FS1-5_4,F,PSTR,SUNLIGHT,7,0.76,8FS1-5
8FS1-5_5,F,PSTR,SUNLIGHT,7,0.6,8FS1-5
8FS1-5_6,F,PSTR,SUNLIGHT,7,0.63,8FS1-5
8FS1-5_7,F,PSTR,SUNLIGHT,7,0.75,8FS1-5
8FS1-5_8,F,PSTR,SUNLIGHT,7,0.97,8FS1-5
3FB1-10_1,F,PSTR,BLUE,8,1.54,3FB1-10
3FB1-10_2,F,PSTR,BLUE,8,0.84,3FB1-10
3FB1-10_3,F,PSTR,BLUE,8,0.53,3FB1-10
3FB1-5_1,F,PSTR,BLUE,8,1.74,3FB1-5
3FB1-5_2,F,PSTR,BLUE,8,0.23,3FB1-5
3FB1-5_3,F,PSTR,BLUE,8,0.17,3FB1-5
3FB1-6_1,F,PSTR,BLUE,8,0.47,3FB1-6
3FB1-6_2,F,PSTR,BLUE,8,0.74,3FB1-6
3FB1-6_3,F,PSTR,BLUE,8,0.75,3FB1-6
3FN1-12_1,F,PSTR,NATURAL,8,0.96,3FN1-12
3FN1-12_2,F,PSTR,NATURAL,8,0.85,3FN1-12
3FN1-12_3,F,PSTR,NATURAL,8,0.37,3FN1-12
3FN1-14_1,F,PSTR,NATURAL,8,0.81,3FN1-14
3FN1-14_2,F,PSTR,NATURAL,8,0.99,3FN1-14
3FN1-14_3,F,PSTR,NATURAL,8,0.75,3FN1-14
3FN1-8_3,F,PSTR,NATURAL,8,0.12,3FN1-8
3FS1-13_1,F,PSTR,SUNLIGHT,8,0.69,3FS1-13
3FS1-13_2,F,PSTR,SUNLIGHT,8,1.07,3FS1-13
3FS1-13_3,F,PSTR,SUNLIGHT,8,0.27,3FS1-13
3FS1-2_1,F,PSTR,SUNLIGHT,8,0.72,3FS1-2
3FS1-2_2,F,PSTR,SUNLIGHT,8,1.15,3FS1-2
3FS1-2_3,F,PSTR,SUNLIGHT,8,0.73,3FS1-2
3FS1-4_1,F,PSTR,SUNLIGHT,8,1.14,3FS1-4
3FS1-4_2,F,PSTR,SUNLIGHT,8,0.99,3FS1-4
3FS1-4_3,F,PSTR,SUNLIGHT,8,1.43,3FS1-4
4FB1-1_1,F,PSTR,BLUE,8,0.83,4FB1-1
4FB1-1_2,F,PSTR,BLUE,8,0.64,4FB1-1
4FB1-1_3,F,PSTR,BLUE,8,0.96,4FB1-1
4FB1-1_4,F,PSTR,BLUE,8,0.66,4FB1-1
4FB1-8_1,F,PSTR,BLUE,8,0.62,4FB1-8
4FB1-8_2,F,PSTR,BLUE,8,0.38,4FB1-8
4FB1-8_3,F,PSTR,BLUE,8,1.49,4FB1-8
4FB1-8_4,F,PSTR,BLUE,8,1.51,4FB1-8
4FN1-12_1,F,PSTR,NATURAL,8,0.75,4FN1-12
4FN1-12_2,F,PSTR,NATURAL,8,0.87,4FN1-12
4FN1-12_3,F,PSTR,NATURAL,8,0.87,4FN1-12
4FN1-5_1,F,PSTR,NATURAL,8,0.4,4FN1-5
4FN1-5_2,F,PSTR,NATURAL,8,0.59,4FN1-5
4FN1-5_3,F,PSTR,NATURAL,8,0.42,4FN1-5
4FN1-5_4,F,PSTR,NATURAL,8,0.54,4FN1-5
4FS1-3_1,F,PSTR,SUNLIGHT,8,1.24,4FS1-3
4FS1-3_2,F,PSTR,SUNLIGHT,8,1.28,4FS1-3
4FS1-3_3,F,PSTR,SUNLIGHT,8,1.43,4FS1-3
4FS1-3_4,F,PSTR,SUNLIGHT,8,1.58,4FS1-3
4FS1-9_1,F,PSTR,SUNLIGHT,8,1.35,4FS1-9
4FS1-9_2,F,PSTR,SUNLIGHT,8,0.95,4FS1-9
4FS1-9_3,F,PSTR,SUNLIGHT,8,0.7,4FS1-9
4FS1-9_4,F,PSTR,SUNLIGHT,8,0.8,4FS1-9
5FB1-3_1,F,PSTR,BLUE,8,0.245,5FB1-3
5FB1-3_2,F,PSTR,BLUE,8,0.575,5FB1-3
5FB1-3_3,F,PSTR,BLUE,8,1,5FB1-3
5FB1-3_4,F,PSTR,BLUE,8,0.76,5FB1-3
5FB1-3_5,F,PSTR,BLUE,8,1.505,5FB1-3
5FN1-2_1,F,PSTR,NATURAL,8,1.2,5FN1-2
5FN1-2_2,F,PSTR,NATURAL,8,0.5,5FN1-2
5FN1-2_3,F,PSTR,NATURAL,8,0.89,5FN1-2
5FN1-2_4,F,PSTR,NATURAL,8,1.13,5FN1-2
5FN1-2_5,F,PSTR,NATURAL,8,1.14,5FN1-2
5FS1-4_1,F,PSTR,SUNLIGHT,8,1,5FS1-4
5FS1-4_2,F,PSTR,SUNLIGHT,8,1.42,5FS1-4
5FS1-4_3,F,PSTR,SUNLIGHT,8,0.94,5FS1-4
5FS1-4_4,F,PSTR,SUNLIGHT,8,1.28,5FS1-4
5FS1-4_5,F,PSTR,SUNLIGHT,8,1.53,5FS1-4
6FB1-4_1,F,PSTR,BLUE,8,0.58,6FB1-4
6FB1-4_2,F,PSTR,BLUE,8,0.9,6FB1-4
6FB1-4_3,F,PSTR,BLUE,8,1.28,6FB1-4
6FB1-4_4,F,PSTR,BLUE,8,0.6,6FB1-4
6FB1-4_5,F,PSTR,BLUE,8,0.32,6FB1-4
6FB1-4_6,F,PSTR,BLUE,8,0.34,6FB1-4
6FN1-3_1,F,PSTR,NATURAL,8,0.7,6FN1-3
6FN1-3_2,F,PSTR,NATURAL,8,0.72,6FN1-3
6FN1-3_3,F,PSTR,NATURAL,8,0.65,6FN1-3
6FN1-3_4,F,PSTR,NATURAL,8,0.55,6FN1-3
6FN1-3_5,F,PSTR,NATURAL,8,1.18,6FN1-3
6FN1-3_6,F,PSTR,NATURAL,8,0.77,6FN1-3
6FS1-2_1,F,PSTR,SUNLIGHT,8,1.6,6FS1-2
6FS1-2_2,F,PSTR,SUNLIGHT,8,0.65,6FS1-2
6FS1-2_3,F,PSTR,SUNLIGHT,8,0.54,6FS1-2
6FS1-2_4,F,PSTR,SUNLIGHT,8,1.49,6FS1-2
6FS1-2_5,F,PSTR,SUNLIGHT,8,0.85,6FS1-2
6FS1-2_6,F,PSTR,SUNLIGHT,8,1.81,6FS1-2
7FB1-4_1,F,PSTR,BLUE,8,0.85,7FB1-4
7FB1-4_2,F,PSTR,BLUE,8,0.57,7FB1-4
7FB1-4_3,F,PSTR,BLUE,8,0.75,7FB1-4
7FB1-4_4,F,PSTR,BLUE,8,1.06,7FB1-4
7FB1-4_5,F,PSTR,BLUE,8,1.05,7FB1-4
7FB1-4_6,F,PSTR,BLUE,8,1.53,7FB1-4
7FB1-4_7,F,PSTR,BLUE,8,0.46,7FB1-4
7FN1-1_1,F,PSTR,NATURAL,8,0.51,7FN1-1
7FN1-1_2,F,PSTR,NATURAL,8,0.54,7FN1-1
7FN1-1_3,F,PSTR,NATURAL,8,0.49,7FN1-1
7FN1-1_4,F,PSTR,NATURAL,8,0.54,7FN1-1
7FN1-1_5,F,PSTR,NATURAL,8,0.92,7FN1-1
7FN1-1_6,F,PSTR,NATURAL,8,1.45,7FN1-1
7FN1-1_7,F,PSTR,NATURAL,8,0.98,7FN1-1
7FS1-2_1,F,PSTR,SUNLIGHT,8,1.23,7FS1-2
7FS1-2_2,F,PSTR,SUNLIGHT,8,1.28,7FS1-2
7FS1-2_3,F,PSTR,SUNLIGHT,8,1.62,7FS1-2
7FS1-2_4,F,PSTR,SUNLIGHT,8,0.8,7FS1-2
7FS1-2_5,F,PSTR,SUNLIGHT,8,1.73,7FS1-2
7FS1-2_6,F,PSTR,SUNLIGHT,8,0.7,7FS1-2
7FS1-2_7,F,PSTR,SUNLIGHT,8,0.66,7FS1-2
8FB1-6_1,F,PSTR,BLUE,8,0.58,8FB1-6
8FB1-6_2,F,PSTR,BLUE,8,0.43,8FB1-6
8FB1-6_3,F,PSTR,BLUE,8,0.39,8FB1-6
8FB1-6_4,F,PSTR,BLUE,8,0.66,8FB1-6
8FB1-6_5,F,PSTR,BLUE,8,0.57,8FB1-6
8FB1-6_6,F,PSTR,BLUE,8,0.59,8FB1-6
8FB1-6_7,F,PSTR,BLUE,8,0.54,8FB1-6
8FB1-6_8,F,PSTR,BLUE,8,0.6,8FB1-6
8FN1-2_1,F,PSTR,NATURAL,8,0.94,8FN1-2
8FN1-2_2,F,PSTR,NATURAL,8,0.71,8FN1-2
8FN1-2_7,F,PSTR,NATURAL,8,1.14,8FN1-2
8FN1-2_8,F,PSTR,NATURAL,8,0.22,8FN1-2
8FS1-5_1,F,PSTR,SUNLIGHT,8,0.79,8FS1-5
8FS1-5_2,F,PSTR,SUNLIGHT,8,0.94,8FS1-5
8FS1-5_3,F,PSTR,SUNLIGHT,8,0.94,8FS1-5
8FS1-5_4,F,PSTR,SUNLIGHT,8,0.94,8FS1-5
8FS1-5_5,F,PSTR,SUNLIGHT,8,0.5,8FS1-5
8FS1-5_6,F,PSTR,SUNLIGHT,8,0.72,8FS1-5
8FS1-5_7,F,PSTR,SUNLIGHT,8,1.01,8FS1-5
8FS1-5_8,F,PSTR,SUNLIGHT,8,1.29,8FS1-5
3FB1-10_1,F,PSTR,BLUE,9,1.87,3FB1-10
3FB1-10_2,F,PSTR,BLUE,9,0.63,3FB1-10
3FB1-10_3,F,PSTR,BLUE,9,0.48,3FB1-10
3FB1-5_1,F,PSTR,BLUE,9,1.42,3FB1-5
3FB1-5_2,F,PSTR,BLUE,9,0.23,3FB1-5
3FB1-5_3,F,PSTR,BLUE,9,0.2,3FB1-5
3FB1-6_1,F,PSTR,BLUE,9,0.5,3FB1-6
3FB1-6_2,F,PSTR,BLUE,9,0.8,3FB1-6
3FB1-6_3,F,PSTR,BLUE,9,0.72,3FB1-6
3FN1-12_1,F,PSTR,NATURAL,9,0.74,3FN1-12
3FN1-12_2,F,PSTR,NATURAL,9,0.64,3FN1-12
3FN1-12_3,F,PSTR,NATURAL,9,0.49,3FN1-12
3FN1-14_1,F,PSTR,NATURAL,9,1,3FN1-14
3FN1-14_2,F,PSTR,NATURAL,9,0.93,3FN1-14
3FN1-14_3,F,PSTR,NATURAL,9,0.69,3FN1-14
3FS1-13_1,F,PSTR,SUNLIGHT,9,0.68,3FS1-13
3FS1-13_2,F,PSTR,SUNLIGHT,9,0.45,3FS1-13
3FS1-13_3,F,PSTR,SUNLIGHT,9,0.38,3FS1-13
3FS1-2_1,F,PSTR,SUNLIGHT,9,0.55,3FS1-2
3FS1-2_2,F,PSTR,SUNLIGHT,9,0.85,3FS1-2
3FS1-2_3,F,PSTR,SUNLIGHT,9,0.54,3FS1-2
3FS1-4_1,F,PSTR,SUNLIGHT,9,0.71,3FS1-4
3FS1-4_2,F,PSTR,SUNLIGHT,9,0.99,3FS1-4
3FS1-4_3,F,PSTR,SUNLIGHT,9,1,3FS1-4
4FB1-1_1,F,PSTR,BLUE,9,0.51,4FB1-1
4FB1-1_2,F,PSTR,BLUE,9,0.74,4FB1-1
4FB1-1_3,F,PSTR,BLUE,9,0.75,4FB1-1
4FB1-1_4,F,PSTR,BLUE,9,0.62,4FB1-1
4FB1-8_1,F,PSTR,BLUE,9,0.45,4FB1-8
4FB1-8_2,F,PSTR,BLUE,9,0.38,4FB1-8
4FB1-8_3,F,PSTR,BLUE,9,1.4,4FB1-8
4FB1-8_4,F,PSTR,BLUE,9,1.08,4FB1-8
4FN1-12_1,F,PSTR,NATURAL,9,0.73,4FN1-12
4FN1-12_2,F,PSTR,NATURAL,9,0.75,4FN1-12
4FN1-12_3,F,PSTR,NATURAL,9,0.68,4FN1-12
4FN1-5_1,F,PSTR,NATURAL,9,0.25,4FN1-5
4FN1-5_2,F,PSTR,NATURAL,9,0.64,4FN1-5
4FN1-5_3,F,PSTR,NATURAL,9,0.43,4FN1-5
4FN1-5_4,F,PSTR,NATURAL,9,0.46,4FN1-5
4FS1-3_1,F,PSTR,SUNLIGHT,9,1.02,4FS1-3
4FS1-3_2,F,PSTR,SUNLIGHT,9,1.46,4FS1-3
4FS1-3_3,F,PSTR,SUNLIGHT,9,1.38,4FS1-3
4FS1-3_4,F,PSTR,SUNLIGHT,9,1.6,4FS1-3
4FS1-9_1,F,PSTR,SUNLIGHT,9,1.32,4FS1-9
4FS1-9_2,F,PSTR,SUNLIGHT,9,0.82,4FS1-9
4FS1-9_3,F,PSTR,SUNLIGHT,9,0.52,4FS1-9
4FS1-9_4,F,PSTR,SUNLIGHT,9,0.63,4FS1-9
5FB1-3_1,F,PSTR,BLUE,9,0.27,5FB1-3
5FB1-3_2,F,PSTR,BLUE,9,0.59,5FB1-3
5FB1-3_3,F,PSTR,BLUE,9,1.03,5FB1-3
5FB1-3_4,F,PSTR,BLUE,9,0.95,5FB1-3
5FB1-3_5,F,PSTR,BLUE,9,1.61,5FB1-3
5FN1-2_1,F,PSTR,NATURAL,9,1.13,5FN1-2
5FN1-2_2,F,PSTR,NATURAL,9,0.58,5FN1-2
5FN1-2_3,F,PSTR,NATURAL,9,0.89,5FN1-2
5FN1-2_4,F,PSTR,NATURAL,9,0.97,5FN1-2
5FN1-2_5,F,PSTR,NATURAL,9,1,5FN1-2
5FS1-4_1,F,PSTR,SUNLIGHT,9,0.98,5FS1-4
5FS1-4_2,F,PSTR,SUNLIGHT,9,1.15,5FS1-4
5FS1-4_3,F,PSTR,SUNLIGHT,9,0.84,5FS1-4
5FS1-4_4,F,PSTR,SUNLIGHT,9,0.81,5FS1-4
5FS1-4_5,F,PSTR,SUNLIGHT,9,1.61,5FS1-4
6FB1-4_2,F,PSTR,BLUE,9,0.63,6FB1-4
6FB1-4_3,F,PSTR,BLUE,9,0.98,6FB1-4
6FB1-4_4,F,PSTR,BLUE,9,0.63,6FB1-4
6FB1-4_5,F,PSTR,BLUE,9,0.24,6FB1-4
6FB1-4_6,F,PSTR,BLUE,9,0.35,6FB1-4
6FN1-3_1,F,PSTR,NATURAL,9,0.49,6FN1-3
6FN1-3_2,F,PSTR,NATURAL,9,0.63,6FN1-3
6FN1-3_3,F,PSTR,NATURAL,9,0.42,6FN1-3
6FN1-3_4,F,PSTR,NATURAL,9,0.38,6FN1-3
6FN1-3_5,F,PSTR,NATURAL,9,1.01,6FN1-3
6FN1-3_6,F,PSTR,NATURAL,9,0.58,6FN1-3
6FS1-2_1,F,PSTR,SUNLIGHT,9,2.39,6FS1-2
6FS1-2_2,F,PSTR,SUNLIGHT,9,1.26,6FS1-2
6FS1-2_3,F,PSTR,SUNLIGHT,9,0.75,6FS1-2
6FS1-2_4,F,PSTR,SUNLIGHT,9,1.26,6FS1-2
6FS1-2_5,F,PSTR,SUNLIGHT,9,0.39,6FS1-2
6FS1-2_6,F,PSTR,SUNLIGHT,9,2.07,6FS1-2
7FB1-4_1,F,PSTR,BLUE,9,0.96,7FB1-4
7FB1-4_2,F,PSTR,BLUE,9,0.66,7FB1-4
7FB1-4_3,F,PSTR,BLUE,9,0.83,7FB1-4
7FB1-4_4,F,PSTR,BLUE,9,1.09,7FB1-4
7FB1-4_5,F,PSTR,BLUE,9,0.79,7FB1-4
7FB1-4_6,F,PSTR,BLUE,9,1.31,7FB1-4
7FN1-1_1,F,PSTR,NATURAL,9,0.62,7FN1-1
7FN1-1_2,F,PSTR,NATURAL,9,0.56,7FN1-1
7FN1-1_3,F,PSTR,NATURAL,9,0.46,7FN1-1
7FN1-1_4,F,PSTR,NATURAL,9,1,7FN1-1
7FN1-1_5,F,PSTR,NATURAL,9,0.85,7FN1-1
7FN1-1_6,F,PSTR,NATURAL,9,2.61,7FN1-1
7FN1-1_7,F,PSTR,NATURAL,9,1.36,7FN1-1
7FS1-2_1,F,PSTR,SUNLIGHT,9,0.57,7FS1-2
7FS1-2_2,F,PSTR,SUNLIGHT,9,0.9,7FS1-2
7FS1-2_3,F,PSTR,SUNLIGHT,9,0.94,7FS1-2
7FS1-2_4,F,PSTR,SUNLIGHT,9,0.36,7FS1-2
7FS1-2_5,F,PSTR,SUNLIGHT,9,0.54,7FS1-2
7FS1-2_6,F,PSTR,SUNLIGHT,9,1.38,7FS1-2
7FS1-2_7,F,PSTR,SUNLIGHT,9,0.93,7FS1-2
8FB1-6_1,F,PSTR,BLUE,9,0.64,8FB1-6
8FB1-6_2,F,PSTR,BLUE,9,0.3,8FB1-6
8FB1-6_3,F,PSTR,BLUE,9,0.32,8FB1-6
8FB1-6_4,F,PSTR,BLUE,9,0.59,8FB1-6
8FB1-6_5,F,PSTR,BLUE,9,0.53,8FB1-6
8FB1-6_6,F,PSTR,BLUE,9,0.5,8FB1-6
8FB1-6_7,F,PSTR,BLUE,9,0.43,8FB1-6
8FB1-6_8,F,PSTR,BLUE,9,0.51,8FB1-6
8FN1-2_1,F,PSTR,NATURAL,9,0.96,8FN1-2
8FN1-2_2,F,PSTR,NATURAL,9,0.66,8FN1-2
8FN1-2_7,F,PSTR,NATURAL,9,1.08,8FN1-2
8FN1-2_8,F,PSTR,NATURAL,9,0.32,8FN1-2
8FS1-5_1,F,PSTR,SUNLIGHT,9,0.88,8FS1-5
8FS1-5_2,F,PSTR,SUNLIGHT,9,0.86,8FS1-5
8FS1-5_3,F,PSTR,SUNLIGHT,9,0.91,8FS1-5
8FS1-5_4,F,PSTR,SUNLIGHT,9,0.91,8FS1-5
8FS1-5_5,F,PSTR,SUNLIGHT,9,0.79,8FS1-5
8FS1-5_6,F,PSTR,SUNLIGHT,9,1.01,8FS1-5
8FS1-5_7,F,PSTR,SUNLIGHT,9,0.94,8FS1-5
8FS1-5_8,F,PSTR,SUNLIGHT,9,1.13,8FS1-5
3FB1-10_1,F,PSTR,BLUE,10,1.84,3FB1-10
3FB1-10_2,F,PSTR,BLUE,10,0.45,3FB1-10
3FB1-10_3,F,PSTR,BLUE,10,0.45,3FB1-10
3FB1-5_1,F,PSTR,BLUE,10,1.87,3FB1-5
3FB1-5_2,F,PSTR,BLUE,10,0.2,3FB1-5
3FB1-5_3,F,PSTR,BLUE,10,0.17,3FB1-5
3FB1-6_1,F,PSTR,BLUE,10,0.34,3FB1-6
3FB1-6_2,F,PSTR,BLUE,10,0.67,3FB1-6
3FB1-6_3,F,PSTR,BLUE,10,0.49,3FB1-6
3FN1-12_1,F,PSTR,NATURAL,10,0.77,3FN1-12
3FN1-12_2,F,PSTR,NATURAL,10,0.54,3FN1-12
3FN1-12_3,F,PSTR,NATURAL,10,0.54,3FN1-12
3FN1-14_1,F,PSTR,NATURAL,10,0.67,3FN1-14
3FN1-14_2,F,PSTR,NATURAL,10,0.76,3FN1-14
3FN1-14_3,F,PSTR,NATURAL,10,0.55,3FN1-14
3FS1-13_1,F,PSTR,SUNLIGHT,10,0.51,3FS1-13
3FS1-13_2,F,PSTR,SUNLIGHT,10,0.22,3FS1-13
3FS1-13_3,F,PSTR,SUNLIGHT,10,0.53,3FS1-13
3FS1-2_1,F,PSTR,SUNLIGHT,10,0.67,3FS1-2
3FS1-2_2,F,PSTR,SUNLIGHT,10,1.06,3FS1-2
3FS1-2_3,F,PSTR,SUNLIGHT,10,0.57,3FS1-2
3FS1-4_1,F,PSTR,SUNLIGHT,10,0.92,3FS1-4
3FS1-4_2,F,PSTR,SUNLIGHT,10,0.97,3FS1-4
3FS1-4_3,F,PSTR,SUNLIGHT,10,0.87,3FS1-4
4FB1-1_1,F,PSTR,BLUE,10,0.68,4FB1-1
4FB1-1_2,F,PSTR,BLUE,10,0.56,4FB1-1
4FB1-1_3,F,PSTR,BLUE,10,0.59,4FB1-1
4FB1-1_4,F,PSTR,BLUE,10,0.63,4FB1-1
4FB1-8_1,F,PSTR,BLUE,10,0.69,4FB1-8
4FB1-8_2,F,PSTR,BLUE,10,0.41,4FB1-8
4FB1-8_3,F,PSTR,BLUE,10,1.7,4FB1-8
4FB1-8_4,F,PSTR,BLUE,10,1.23,4FB1-8
4FN1-12_1,F,PSTR,NATURAL,10,0.89,4FN1-12
4FN1-12_2,F,PSTR,NATURAL,10,0.8,4FN1-12
4FN1-12_3,F,PSTR,NATURAL,10,0.68,4FN1-12
4FN1-5_1,F,PSTR,NATURAL,10,0.13,4FN1-5
4FN1-5_2,F,PSTR,NATURAL,10,0.63,4FN1-5
4FN1-5_3,F,PSTR,NATURAL,10,0.44,4FN1-5
4FN1-5_4,F,PSTR,NATURAL,10,0.72,4FN1-5
4FS1-3_1,F,PSTR,SUNLIGHT,10,0.77,4FS1-3
4FS1-3_2,F,PSTR,SUNLIGHT,10,1.39,4FS1-3
4FS1-3_3,F,PSTR,SUNLIGHT,10,1.44,4FS1-3
4FS1-3_4,F,PSTR,SUNLIGHT,10,1.37,4FS1-3
4FS1-9_1,F,PSTR,SUNLIGHT,10,1.33,4FS1-9
4FS1-9_2,F,PSTR,SUNLIGHT,10,0.89,4FS1-9
4FS1-9_3,F,PSTR,SUNLIGHT,10,0.52,4FS1-9
4FS1-9_4,F,PSTR,SUNLIGHT,10,0.76,4FS1-9
5FB1-3_1,F,PSTR,BLUE,10,0.27,5FB1-3
5FB1-3_2,F,PSTR,BLUE,10,0.72,5FB1-3
5FB1-3_3,F,PSTR,BLUE,10,1.17,5FB1-3
5FB1-3_4,F,PSTR,BLUE,10,0.8,5FB1-3
5FB1-3_5,F,PSTR,BLUE,10,0.36,5FB1-3
5FN1-2_1,F,PSTR,NATURAL,10,0.89,5FN1-2
5FN1-2_2,F,PSTR,NATURAL,10,0.58,5FN1-2
5FN1-2_3,F,PSTR,NATURAL,10,0.6,5FN1-2
5FN1-2_4,F,PSTR,NATURAL,10,1.22,5FN1-2
5FN1-2_5,F,PSTR,NATURAL,10,0.89,5FN1-2
5FS1-4_1,F,PSTR,SUNLIGHT,10,0.99,5FS1-4
5FS1-4_2,F,PSTR,SUNLIGHT,10,1.1,5FS1-4
